what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029378028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029378733
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029380314
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029380730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029383876
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029426205
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029428963
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029445034
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029453496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029501438
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029523264
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029588581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029596139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1334029596168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029605826
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1334029607990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029609763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029611463
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334029617751
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1334029624331
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1334029625351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334029645456
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029646764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029779331
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029796894
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029858857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029899950
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029916187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334029936672
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030037015
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030046019
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030048037
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030048124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030052183
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030053466
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030070432
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030082172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030085467
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030085647
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030085707
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030111726
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030112010
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030112094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030117399
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030133533
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030135436
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1334030139070
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1334030139243
started,bundle,org.eclipse.wst.xml.ui,1.1.100.v201006030742,"org.eclipse.wst.xml.ui",1334030139281
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1334030139412
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1334030139416
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1334030139555
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1334030139610
started,bundle,org.eclipse.wst.xsl.ui,1.1.1.v201009091745,"org.eclipse.wst.xsl.ui",1334030139668
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030139761
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030139847
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1334030140762
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030144919
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030172469
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030172748
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030181798
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030190113
error,log,,,"Validation failed: java.lang.StringIndexOutOfBoundsException: String index out of range: 0",1334030197174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030203879
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030205081
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030205177
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030214185
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334030223754
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334030223769
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030226838
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030226888
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030232685
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334030234509
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030235552
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030236799
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1334030272068
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1334030273363
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1334030277008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334030282185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334030306579
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334030315418
