what,kind,bundleId,bundleVersion,description,time
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020715310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020716021
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020716273
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334020720163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334020721617
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334020723058
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020729084
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020729910
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020730131
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020731572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020732585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020732781
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020734243
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020736765
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020737356
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334020737587
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1334020739194
