what,kind,bundleId,bundleVersion,description,time
error,log,,,"Current file is not a match for the given config.",1335384344880
error,log,,,"Current file is not a match for the given config.",1335384344924
error,log,,,"Current file is not a match for the given config.",1335384344973
error,log,,,"Current file is not a match for the given config.",1335384345018
error,log,,,"Current file is not a match for the given config.",1335384345062
error,log,,,"Current file is not a match for the given config.",1335384345111
error,log,,,"Current file is not a match for the given config.",1335384345157
error,log,,,"Current file is not a match for the given config.",1335384345202
error,log,,,"Current file is not a match for the given config.",1335384345252
error,log,,,"Current file is not a match for the given config.",1335384345297
error,log,,,"Current file is not a match for the given config.",1335384345344
error,log,,,"Current file is not a match for the given config.",1335384345393
error,log,,,"Current file is not a match for the given config.",1335384345438
error,log,,,"Current file is not a match for the given config.",1335384345483
error,log,,,"Current file is not a match for the given config.",1335384345532
error,log,,,"Current file is not a match for the given config.",1335384345577
error,log,,,"Current file is not a match for the given config.",1335384345622
error,log,,,"Current file is not a match for the given config.",1335384345672
error,log,,,"Current file is not a match for the given config.",1335384345717
error,log,,,"Current file is not a match for the given config.",1335384345762
error,log,,,"Current file is not a match for the given config.",1335384345812
error,log,,,"Current file is not a match for the given config.",1335384345857
error,log,,,"Current file is not a match for the given config.",1335384345902
error,log,,,"Current file is not a match for the given config.",1335384345951
error,log,,,"Current file is not a match for the given config.",1335384345996
error,log,,,"Current file is not a match for the given config.",1335384346041
error,log,,,"Current file is not a match for the given config.",1335384346090
error,log,,,"Current file is not a match for the given config.",1335384346135
error,log,,,"Current file is not a match for the given config.",1335384346180
error,log,,,"Current file is not a match for the given config.",1335384346230
error,log,,,"Current file is not a match for the given config.",1335384346275
error,log,,,"Current file is not a match for the given config.",1335384346320
error,log,,,"Current file is not a match for the given config.",1335384346374
error,log,,,"Current file is not a match for the given config.",1335384346421
error,log,,,"Current file is not a match for the given config.",1335384346467
error,log,,,"Current file is not a match for the given config.",1335384346519
error,log,,,"Current file is not a match for the given config.",1335384346569
error,log,,,"Current file is not a match for the given config.",1335384346621
error,log,,,"Current file is not a match for the given config.",1335384346673
error,log,,,"Current file is not a match for the given config.",1335384346719
error,log,,,"Current file is not a match for the given config.",1335384346764
error,log,,,"Current file is not a match for the given config.",1335384346813
error,log,,,"Current file is not a match for the given config.",1335384346858
error,log,,,"Current file is not a match for the given config.",1335384346903
error,log,,,"Current file is not a match for the given config.",1335384346954
error,log,,,"Current file is not a match for the given config.",1335384346999
error,log,,,"Current file is not a match for the given config.",1335384347045
error,log,,,"Current file is not a match for the given config.",1335384347094
error,log,,,"Current file is not a match for the given config.",1335384347140
error,log,,,"Current file is not a match for the given config.",1335384347185
error,log,,,"Current file is not a match for the given config.",1335384347234
error,log,,,"Current file is not a match for the given config.",1335384347280
error,log,,,"Current file is not a match for the given config.",1335384347325
error,log,,,"Current file is not a match for the given config.",1335384347375
error,log,,,"Current file is not a match for the given config.",1335384347420
error,log,,,"Current file is not a match for the given config.",1335384347466
error,log,,,"Current file is not a match for the given config.",1335384347516
error,log,,,"Current file is not a match for the given config.",1335384347562
error,log,,,"Current file is not a match for the given config.",1335384347612
error,log,,,"Current file is not a match for the given config.",1335384347657
error,log,,,"Current file is not a match for the given config.",1335384347706
error,log,,,"Current file is not a match for the given config.",1335384347756
error,log,,,"Current file is not a match for the given config.",1335384347801
error,log,,,"Current file is not a match for the given config.",1335384347847
error,log,,,"Current file is not a match for the given config.",1335384347896
error,log,,,"Current file is not a match for the given config.",1335384347942
error,log,,,"Current file is not a match for the given config.",1335384347987
activated,view,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.pde.runtime.LogView",1335384348327
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1335384348765
activated,view,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.pde.runtime.LogView",1335384348798
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1335384366655
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1335384366665
opened,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335384371488
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335384371583
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1335384385394
closed,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335384385395
