what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1334024437302
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334024438388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024439880
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024448122
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024449278
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1334024472070
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1334024476162
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024476454
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024476568
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024504662
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024508117
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024521233
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024525750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1334024525802
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024532831
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024540593
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024540845
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024542609
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024545666
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1334024556061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1334024556161
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1334024559847
